Customer Code,# of Receivers,Profit per Receiver,Profit per Receiver Bucket,# of PPV Orders (last 12 Months),Profit per PPV order,Profit per PPV order Bucket,DVR Service,DVR Service Profit,DVR Service Profit Bucket,HD Programming Service,HD Service Profit,HD Service Profit Bucket,Total Profit,Total Profit Buckets,Responder Rating,Est. Mortgage Loan Amount,Dwelling Type,Photography,Gardening,Cooking,Gourmet Food,Home Business,Readers,New Age,Upscale,Computer,Age,Marital Status,Education,Household Income,Gender,Homeowner,Number of Total Rooms,Customer Count,Age Group,Dwelling Type Details,Education Status Details,Cluster
16731,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,97771,4,0,1,1,0,1,1,0,0,1,39,1,2,30000,0,0,5.29,1,35-44,Unknown,Some College,4
16732,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,105417,2,0,0,0,0,0,0,0,1,0,58,1,2,30000,0,0,6,1,55-69,Single Family,Some College,4
16733,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,102869,2,0,0,0,0,1,1,0,1,1,38,1,3,30000,0,0,8,1,35-44,Single Family,Completed College,4
16734,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,97771,2,0,1,1,0,1,1,0,1,1,46,1,1,30000,1,0,6,1,45-54,Single Family,High School,4
16735,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,115612,4,0,0,1,0,1,1,0,0,1,52,1,1,30000,1,0,7.06,1,45-54,Unknown,High School,4
16736,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,105417,2,0,0,1,0,0,1,0,1,1,55,0,2,30000,1,0,5,1,55-69,Single Family,Some College,4
16737,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,113063,2,0,0,0,0,0,0,0,0,0,50,0,1,30000,1,0,5,1,45-54,Single Family,High School,4
16738,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,113063,2,0,0,0,0,0,0,0,0,0,48,1,2,30000,1,0,5,1,45-54,Single Family,Some College,4
16739,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,171244,2,0,0,0,0,0,0,0,1,1,58,1,2,30000,1,1,11,1,55-69,Single Family,Some College,4
16740,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,106207,2,0,0,0,0,0,0,0,0,1,44,0,3,30000,1,0,8,1,35-44,Single Family,Completed College,4
16741,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,98093,2,0,0,0,0,0,1,0,0,0,41,0,3,30000,0,0,5,1,35-44,Single Family,Completed College,4
16742,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,97771,2,0,0,0,0,0,0,0,0,0,35,0,2,30000,1,0,5,1,35-44,Single Family,Some College,4
16743,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,105417,2,0,0,0,0,0,0,0,0,0,76,0,3,30000,1,0,8,1,70-Above,Single Family,Completed College,4
16744,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,102869,2,0,0,0,0,0,0,0,0,0,36,0,2,30000,1,0,10,1,35-44,Single Family,Some College,4
16745,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,75460,2,0,0,0,0,0,0,0,0,0,58,1,4,30000,1,1,5.62,1,55-69,Single Family,Graduate School,4
16746,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,107966,2,0,0,0,0,0,0,0,0,0,34,0,1,30000,1,0,5,1,25-34,Single Family,High School,4
16747,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,110515,2,0,0,0,0,0,0,0,0,1,52,0,3,30000,1,0,5.6,1,45-54,Single Family,Completed College,4
16748,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,205668,2,0,0,0,0,1,0,0,1,1,36,0,3,30000,1,1,4,1,35-44,Single Family,Completed College,4
16749,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,100320,2,0,0,0,0,0,0,0,0,1,26,1,2,30000,1,0,5,1,25-34,Single Family,Some College,4
16750,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,235993,2,0,0,0,0,0,0,0,0,0,48,1,1,30000,0,1,8,1,45-54,Single Family,High School,4
16751,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,107966,2,0,0,0,0,1,1,0,1,0,69,0,2,30000,0,1,5,1,55-69,Single Family,Some College,4
16752,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,164148,2,0,0,0,1,0,0,1,0,0,77,0,1,30000,0,1,5.98,1,70-Above,Single Family,High School,4
16753,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,118161,4,0,0,0,0,0,0,0,0,0,41,0,3,30000,0,0,8.29,1,35-44,Unknown,Completed College,4
16754,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,107966,2,0,0,0,0,0,0,0,0,0,28,0,1,30000,0,0,7,1,25-34,Single Family,High School,4
16755,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,110515,2,0,0,0,0,0,1,0,0,1,45,0,2,30000,0,0,5,1,45-54,Single Family,Some College,4
16756,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,136234,2,0,1,1,0,1,1,0,0,1,71,1,1,30000,0,0,6.26,1,70-Above,Single Family,High School,4
16757,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,3,141687,2,0,0,1,0,1,1,0,0,1,34,0,3,30000,0,1,5.2,1,25-34,Single Family,Completed College,4
16758,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,115612,2,0,0,0,1,0,1,1,0,1,51,0,1,42500,0,0,7,1,45-54,Single Family,High School,4
16759,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,3,92298,2,0,1,0,0,1,0,0,1,1,59,1,2,42500,0,1,8,1,55-69,Single Family,Some College,4
16760,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,115116,3,1,1,0,1,0,0,1,0,0,63,1,2,42500,0,1,9,1,55-69,Condo,Some College,4
16761,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,97771,4,0,0,0,0,0,0,0,0,0,19,0,1,42500,0,0,6,1,18-24,Unknown,High School,4
16762,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,95366,4,0,0,0,0,0,0,0,1,0,58,0,1,42500,0,1,7,1,55-69,Unknown,High School,4
16763,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,241351,4,0,0,0,0,0,0,0,1,0,32,1,3,42500,0,0,7.14,1,25-34,Unknown,Completed College,4
16764,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,110515,2,0,1,1,0,0,1,0,0,1,50,1,1,42500,0,0,8,1,45-54,Single Family,High School,4
16765,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,102869,3,0,0,0,0,0,0,0,0,0,56,0,1,42500,0,0,5.66,1,55-69,Condo,High School,4
16766,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,97771,2,0,1,1,0,0,1,1,0,1,44,1,1,42500,0,0,5,1,35-44,Single Family,High School,4
16767,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,3,221623,2,0,0,1,0,0,1,0,1,1,32,1,1,42500,0,1,5.67,1,25-34,Single Family,High School,4
16768,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,105417,2,0,1,1,0,1,1,0,1,1,33,1,3,42500,0,1,6,1,25-34,Single Family,Completed College,4
16769,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,166326,2,0,0,0,0,0,0,0,0,0,22,0,1,42500,0,1,6,1,18-24,Single Family,High School,4
16770,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,129667,2,0,0,0,0,1,1,0,0,0,66,1,1,42500,0,1,5,1,55-69,Single Family,High School,4
16771,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,105417,2,0,0,0,0,0,0,0,0,0,35,0,1,42500,0,0,5,1,35-44,Single Family,High School,4
16772,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,122746,4,0,0,0,0,0,1,0,1,0,66,1,3,42500,0,0,6,1,55-69,Unknown,Completed College,4
16773,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,107966,4,0,0,0,0,0,1,0,1,1,30,0,2,42500,0,0,6.33,1,25-34,Unknown,Some College,4
16774,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,100320,2,0,1,1,1,0,1,1,1,1,74,0,4,42500,0,0,7,1,70-Above,Single Family,Graduate School,4
16775,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,170108,4,0,0,0,1,0,1,1,1,1,49,1,3,42500,0,1,8,1,45-54,Unknown,Completed College,4
16776,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,107966,2,0,0,0,0,0,0,0,0,0,30,1,1,42500,0,1,8.1,1,25-34,Single Family,High School,4
16777,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,110515,4,0,0,0,0,1,0,0,1,1,30,1,1,42500,1,1,5.4,1,25-34,Unknown,High School,4
16778,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,3,118485,2,0,1,1,0,1,1,0,0,1,32,1,1,42500,1,1,4,1,25-34,Single Family,High School,4
16779,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,105417,2,0,1,0,0,0,1,0,0,0,68,0,1,42500,1,1,5.66,1,55-69,Single Family,High School,4
16780,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,113063,4,0,0,0,0,1,0,0,0,1,43,0,3,42500,1,1,6.4,1,35-44,Unknown,Completed College,4
16781,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,115612,2,0,0,0,0,0,0,0,1,0,30,1,3,42500,1,0,4,1,25-34,Single Family,Completed College,4
16782,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,105417,2,0,0,1,1,1,1,1,0,1,72,1,1,42500,1,0,5,1,70-Above,Single Family,High School,4
16783,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,107966,2,0,1,1,1,0,0,0,0,0,51,1,1,42500,1,0,5,1,45-54,Single Family,High School,4
16784,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,93644,2,0,0,0,0,0,1,0,0,0,63,0,3,42500,1,0,6,1,55-69,Single Family,Completed College,4
16785,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,147492,2,0,1,0,0,0,1,0,0,1,51,1,1,42500,1,1,6,1,45-54,Single Family,High School,4
16786,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,102298,2,0,0,0,0,0,0,0,0,1,64,1,1,42500,1,1,8,1,55-69,Single Family,High School,4
16787,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,110515,2,0,1,1,0,1,1,0,0,1,38,1,2,42500,1,0,9,1,35-44,Single Family,Some College,4
16788,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,156466,2,0,1,0,0,0,1,0,0,1,65,1,1,42500,1,0,6.2,1,55-69,Single Family,High School,4
16789,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,103262,2,0,0,0,0,0,1,0,0,0,62,1,2,42500,1,0,6.5,1,55-69,Single Family,Some College,4
16790,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,157434,4,0,1,0,0,0,1,0,1,0,69,1,1,42500,1,1,5.51,1,55-69,Unknown,High School,4
16791,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,107966,2,0,0,0,0,1,0,0,1,1,71,1,1,42500,1,0,8,1,70-Above,Single Family,High School,4
16792,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,134626,4,0,0,0,0,0,0,0,0,0,34,0,1,42500,1,1,3,1,25-34,Unknown,High School,4
16793,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,113063,2,0,0,0,0,0,1,0,1,1,42,1,1,42500,1,1,4,1,35-44,Single Family,High School,4
16794,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,164257,2,0,0,1,0,0,1,0,0,1,53,0,1,42500,1,1,5,1,45-54,Single Family,High School,4
16795,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,111935,2,0,0,0,0,0,1,0,0,1,34,0,3,42500,1,0,5,1,25-34,Single Family,Completed College,4
16796,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,105417,2,0,0,0,0,0,0,0,0,0,35,0,1,42500,1,0,5,1,35-44,Single Family,High School,4
16797,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,110515,2,0,0,0,0,0,1,0,0,1,54,0,3,42500,1,0,6.2,1,45-54,Single Family,Completed College,4
16798,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,86905,3,0,0,0,0,1,0,0,0,1,32,1,3,42500,1,0,4.5,1,25-34,Condo,Completed College,4
16799,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,120709,4,0,0,0,0,0,1,0,1,0,49,0,2,42500,1,0,6,1,45-54,Unknown,Some College,4
16800,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,110515,3,0,0,0,0,0,0,0,0,0,50,1,2,42500,1,0,7.5,1,45-54,Condo,Some College,4
16801,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,120709,4,0,0,0,0,1,0,0,1,1,35,1,2,42500,1,0,7.9,1,35-44,Unknown,Some College,4
16802,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,105417,2,0,0,0,0,0,0,0,0,0,40,1,2,42500,1,0,4,1,35-44,Single Family,Some College,4
16803,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,97714,2,0,0,0,0,0,0,0,0,0,33,0,1,42500,1,1,6,1,25-34,Single Family,High School,4
16804,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,147422,4,0,0,0,0,0,0,0,1,0,87,1,1,42500,0,0,5,1,70-Above,Unknown,High School,4
16805,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,107966,4,0,0,0,0,0,0,0,0,1,27,0,3,42500,0,0,5,1,25-34,Unknown,Completed College,4
16806,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,110515,4,0,0,0,0,0,0,0,1,1,40,1,1,42500,0,0,6.35,1,35-44,Unknown,High School,4
16807,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,102869,4,0,0,0,0,1,1,0,0,1,40,1,3,42500,0,0,6.53,1,35-44,Unknown,Completed College,4
16808,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,136747,2,0,0,0,1,0,1,1,0,0,49,1,1,62500,0,0,4,1,45-54,Single Family,High School,4
16809,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,110515,4,0,0,0,0,0,0,0,0,0,86,1,2,62500,0,0,5.46,1,70-Above,Unknown,Some College,4
16810,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,113063,2,0,0,1,0,0,1,0,0,1,28,1,2,62500,0,0,5,1,25-34,Single Family,Some College,4
16811,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,118161,2,0,1,1,1,0,1,1,0,1,63,1,3,62500,0,0,5,1,55-69,Single Family,Completed College,4
16812,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,115703,2,0,1,0,0,0,0,0,0,1,39,1,1,62500,0,1,5,1,35-44,Single Family,High School,4
16813,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,92865,2,0,1,1,0,0,1,0,1,1,50,0,3,62500,0,0,5,1,45-54,Single Family,Completed College,4
16814,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,105417,2,0,1,1,0,0,1,0,0,1,26,1,2,62500,0,0,5,1,25-34,Single Family,Some College,4
16815,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,115612,4,0,0,0,0,0,0,0,0,1,44,1,1,62500,0,0,5.5,1,35-44,Unknown,High School,4
16816,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,167349,2,0,1,1,1,0,1,1,0,1,62,1,3,62500,0,1,6,1,55-69,Single Family,Completed College,4
16817,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,102869,3,0,1,1,1,0,1,1,0,1,55,1,1,62500,0,0,6.01,1,55-69,Condo,High School,4
16818,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,3,100320,3,0,0,0,0,0,0,0,0,0,71,1,1,62500,0,0,6.2,1,70-Above,Condo,High School,4
16819,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,100320,2,1,0,0,0,0,0,0,0,1,26,1,1,62500,0,0,5.67,1,25-34,Single Family,High School,4
16820,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,110515,4,0,0,0,0,0,0,0,0,0,37,1,2,62500,0,1,5,1,35-44,Unknown,Some College,4
16821,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,113063,2,0,0,0,0,0,0,0,0,1,44,1,1,62500,0,0,4,1,35-44,Single Family,High School,4
16822,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,219145,2,0,0,1,0,0,0,0,0,1,42,1,3,62500,0,1,8,1,35-44,Single Family,Completed College,4
16823,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,110737,2,0,0,1,0,1,1,0,1,1,48,1,1,62500,1,1,4,1,45-54,Single Family,High School,4
16824,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,214401,2,0,1,1,0,0,1,0,0,1,57,1,4,62500,1,1,8,1,55-69,Single Family,Graduate School,4
16825,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,110515,2,0,0,1,0,0,1,0,0,1,45,1,1,62500,1,0,5.52,1,45-54,Single Family,High School,4
16826,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,107966,3,0,0,0,0,0,0,0,0,0,34,0,3,62500,1,0,5.67,1,25-34,Condo,Completed College,4
16827,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,3,118161,4,0,0,0,0,1,1,0,1,1,64,1,1,62500,1,1,6,1,55-69,Unknown,High School,4
16828,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,107966,4,0,0,0,0,0,0,0,0,0,63,1,2,62500,1,0,6.71,1,55-69,Unknown,Some College,4
16829,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,113063,3,0,0,0,0,0,0,0,0,0,68,0,1,62500,1,0,9,1,55-69,Condo,High School,4
16830,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,115612,2,0,0,0,0,0,1,0,0,0,62,1,2,62500,1,0,4,1,55-69,Single Family,Some College,4
16831,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,252586,2,0,0,0,0,0,1,0,1,1,57,1,4,62500,1,1,5,1,55-69,Single Family,Graduate School,4
16832,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,113063,2,0,1,0,0,0,1,0,0,1,59,1,1,62500,1,0,5,1,55-69,Single Family,High School,4
16833,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,105417,2,0,0,1,0,1,1,0,1,1,58,1,1,62500,1,0,5,1,55-69,Single Family,High School,4
16834,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,160589,2,0,0,0,0,1,0,0,1,0,57,1,2,62500,1,1,5,1,55-69,Single Family,Some College,4
16835,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,110515,2,0,1,0,0,0,1,0,0,1,25,1,1,62500,1,0,5,1,25-34,Single Family,High School,4
16836,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,3,105417,2,0,1,1,0,0,1,0,0,1,56,0,1,62500,1,0,6,1,55-69,Single Family,High School,4
16837,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,130615,2,0,0,0,0,1,0,0,1,0,58,1,2,62500,1,1,6,1,55-69,Single Family,Some College,4
16838,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,118161,4,0,0,0,0,0,0,0,0,1,23,1,2,62500,1,0,6,1,18-24,Unknown,Some College,4
16839,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,113063,2,0,0,0,0,0,0,0,0,1,43,1,1,62500,1,1,6,1,35-44,Single Family,High School,4
16840,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,110515,4,0,0,0,0,1,0,0,0,1,24,1,2,62500,1,0,6,1,18-24,Unknown,Some College,4
16841,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,173914,2,0,1,1,1,0,1,0,0,1,28,1,2,62500,1,1,6,1,25-34,Single Family,Some College,4
16842,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,234921,2,0,0,0,0,0,0,0,0,0,28,1,2,62500,1,1,8,1,25-34,Single Family,Some College,4
16843,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,105542,2,0,0,0,0,0,1,0,0,0,75,0,2,62500,1,0,8,1,70-Above,Single Family,Some College,4
16844,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,241223,2,0,0,0,0,0,0,0,0,1,30,1,3,62500,1,1,18,1,25-34,Single Family,Completed College,4
16845,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,157489,2,0,0,0,0,1,1,0,0,0,56,1,2,62500,1,1,6.2,1,55-69,Single Family,Some College,4
16846,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,97771,4,0,0,0,0,1,0,0,0,1,42,0,4,62500,1,0,5,1,35-44,Unknown,Graduate School,4
16847,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,97771,2,0,0,0,0,0,0,0,0,0,38,1,1,62500,1,0,6,1,35-44,Single Family,High School,4
16848,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,217891,2,0,0,0,0,1,1,0,0,0,58,1,1,62500,1,1,9.01,1,55-69,Single Family,High School,4
16849,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,117971,2,0,0,0,0,0,0,0,0,1,22,0,1,62500,1,0,4,1,18-24,Single Family,High School,4
16850,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,118161,2,0,0,0,0,0,0,0,0,0,38,1,2,62500,1,0,5,1,35-44,Single Family,Some College,4
16851,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,122219,2,0,1,1,1,1,1,1,0,1,31,1,1,62500,1,1,5.86,1,25-34,Single Family,High School,4
16852,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,117623,2,0,0,0,0,0,0,0,0,1,27,1,2,62500,1,1,6,1,25-34,Single Family,Some College,4
16853,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,125256,2,0,1,0,0,0,1,0,0,1,27,0,1,62500,1,0,6.5,1,25-34,Single Family,High School,4
16854,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,237450,4,0,0,0,0,0,0,0,0,0,25,1,3,62500,1,1,7,1,25-34,Unknown,Completed College,4
16855,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,113063,2,0,0,0,0,0,0,0,0,0,42,1,2,62500,1,0,8,1,35-44,Single Family,Some College,4
16856,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,139824,2,0,0,0,0,1,0,0,1,0,47,1,2,62500,1,1,8,1,45-54,Single Family,Some College,4
16857,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,107966,2,0,0,0,0,0,0,0,0,0,50,0,1,62500,1,0,6.02,1,45-54,Single Family,High School,4
16858,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,107966,3,0,1,0,0,0,0,0,0,0,25,1,1,62500,1,0,5,1,25-34,Condo,High School,4
16859,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,107966,2,0,0,1,1,0,0,1,0,0,30,0,3,62500,1,0,9,1,25-34,Single Family,Completed College,4
16860,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,115612,2,0,0,0,0,0,0,0,1,0,44,0,1,62500,1,0,5.67,1,35-44,Single Family,High School,4
16861,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,105417,2,0,0,0,0,0,1,0,0,1,29,0,2,62500,1,0,6,1,25-34,Single Family,Some College,4
16862,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,86767,2,0,0,0,0,0,0,0,0,0,59,0,1,62500,1,1,8,1,55-69,Single Family,High School,4
16863,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,100320,4,0,0,0,0,0,0,0,0,1,71,1,1,62500,0,1,8,1,70-Above,Unknown,High School,4
16864,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,2,205988,2,0,0,0,0,0,1,0,0,1,47,0,1,62500,0,0,5,1,45-54,Single Family,High School,4
16865,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,105417,4,0,1,0,0,0,0,0,0,1,60,1,2,62500,0,0,7,1,55-69,Unknown,Some College,4
16866,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,4,100320,4,0,0,0,0,0,1,0,0,1,57,1,4,62500,0,0,5.02,1,55-69,Unknown,Graduate School,4
16867,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,1,102869,2,1,0,0,0,0,1,0,0,1,28,1,2,62500,0,0,9,1,25-34,Single Family,Some College,4
16868,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,3,113063,4,0,0,0,0,0,0,0,0,0,68,1,3,62500,0,0,6.24,1,55-69,Unknown,Completed College,4
16869,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,299841,4,0,0,0,0,0,0,0,0,1,44,1,4,62500,0,1,6,1,35-44,Unknown,Graduate School,4
16870,7,350,$350,0,0,$0,0,0,$0,1,10,$10,360,$360,0,115612,2,0,0,0,0,0,1,0,0,1,42,0,2,62500,0,1,7,1,35-44,Single Family,Some College,4
16871,7,350,$350,4,8,$8,0,0,$0,0,0,$0,358,$358,1,100320,2,0,0,0,0,0,0,0,0,0,41,0,1,8000,1,0,5.37,1,35-44,Single Family,High School,1
16872,7,350,$350,4,8,$8,0,0,$0,0,0,$0,358,$358,0,118161,2,0,0,0,0,0,0,0,0,0,47,0,3,30000,1,0,7,1,45-54,Single Family,Completed College,1
16873,7,350,$350,4,8,$8,0,0,$0,0,0,$0,358,$358,0,110515,4,0,0,0,0,1,0,0,0,0,26,1,3,30000,0,0,6.28,1,25-34,Unknown,Completed College,1
16874,7,350,$350,4,8,$8,0,0,$0,0,0,$0,358,$358,0,90864,2,0,0,0,0,1,0,0,0,0,41,0,1,42500,1,0,5.25,1,35-44,Single Family,High School,1
16875,7,350,$350,4,8,$8,0,0,$0,0,0,$0,358,$358,2,97771,2,0,0,0,0,1,1,0,0,1,46,0,1,42500,0,0,6,1,45-54,Single Family,High School,1
16876,7,350,$350,1,2,$2,0,0,$0,1,10,$10,362,$362,0,142842,2,0,0,0,0,0,0,0,0,0,47,1,3,20000,1,1,5,1,45-54,Single Family,Completed College,4
