Customer Code,# of Receivers,Profit per Receiver,Profit per Receiver Bucket,# of PPV Orders (last 12 Months),Profit per PPV order,Profit per PPV order Bucket,DVR Service,DVR Service Profit,DVR Service Profit Bucket,HD Programming Service,HD Service Profit,HD Service Profit Bucket,Total Profit,Total Profit Buckets,Responder Rating,Est. Mortgage Loan Amount,Dwelling Type,Photography,Gardening,Cooking,Gourmet Food,Home Business,Readers,New Age,Upscale,Computer,Age,Marital Status,Education,Household Income,Gender,Homeowner,Number of Total Rooms,Customer Count,Age Group,Dwelling Type Details,Education Status Details,Cluster
3955,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,2,0,0,0,0,0,0,0,0,0,33,0,1,8000,0,0,4,1,25-34,Single Family,High School,1
3956,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,113063,2,0,0,0,0,0,1,0,0,0,62,0,1,8000,0,0,4,1,55-69,Single Family,High School,1
3957,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,118161,2,0,0,0,0,0,0,0,0,0,37,0,1,8000,0,0,4,1,35-44,Single Family,High School,1
3958,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,97771,2,0,1,0,1,0,1,1,0,1,57,0,2,8000,0,0,4,1,55-69,Single Family,Some College,1
3959,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,110515,2,0,0,0,0,0,0,0,0,0,50,0,1,8000,0,0,4,1,45-54,Single Family,High School,1
3960,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,121034,2,0,1,1,1,0,1,1,1,1,66,0,2,8000,0,1,4,1,55-69,Single Family,Some College,1
3961,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,3,98956,2,0,0,1,0,0,1,0,0,1,77,0,1,8000,0,1,4,1,70-Above,Single Family,High School,1
3962,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,102869,2,0,0,0,0,0,0,0,0,0,48,0,2,8000,0,0,4,1,45-54,Single Family,Some College,1
3963,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,100320,2,0,1,1,1,1,1,1,1,1,51,1,1,8000,0,0,4,1,45-54,Single Family,High School,1
3964,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,36,0,1,8000,0,0,4,1,35-44,Single Family,High School,1
3965,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,2,0,0,0,0,0,0,0,0,0,49,0,1,8000,0,0,4,1,45-54,Single Family,High School,1
3966,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,115612,2,0,0,0,0,0,0,0,0,0,41,0,1,8000,0,0,4,1,35-44,Single Family,High School,1
3967,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,2,0,0,0,0,0,0,0,0,0,81,1,1,8000,0,0,4,1,70-Above,Single Family,High School,1
3968,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,126164,2,0,0,0,0,1,0,0,0,0,57,1,4,8000,0,1,4,1,55-69,Single Family,Graduate School,1
3969,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,93391,2,0,0,1,0,0,1,0,0,1,54,1,2,8000,0,1,4,1,45-54,Single Family,Some College,1
3970,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,43,0,1,8000,0,0,4,1,35-44,Single Family,High School,1
3971,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,102869,4,0,0,0,0,1,1,0,1,1,72,0,2,8000,0,0,4.5,1,70-Above,Unknown,Some College,1
3972,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,97771,2,0,0,0,0,0,1,0,0,1,59,1,1,8000,0,0,4.6,1,55-69,Single Family,High School,1
3973,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,102516,2,0,0,0,0,0,1,0,0,0,72,0,2,8000,0,0,5,1,70-Above,Single Family,Some College,1
3974,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,102869,3,0,0,0,0,0,1,0,0,0,66,0,2,8000,0,0,5,1,55-69,Condo,Some College,1
3975,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,2,0,0,0,0,1,0,0,0,0,32,1,1,8000,0,0,5,1,25-34,Single Family,High School,1
3976,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,131761,2,0,0,0,0,0,1,0,0,0,44,0,1,8000,0,1,5,1,35-44,Single Family,High School,1
3977,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,89740,2,0,0,0,0,0,0,0,1,0,75,1,1,8000,0,1,5,1,70-Above,Single Family,High School,1
3978,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,546094,2,0,0,0,0,0,0,0,0,1,55,1,4,8000,0,1,5,1,55-69,Single Family,Graduate School,1
3979,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,104276,2,0,0,0,0,0,1,0,0,0,77,1,1,8000,0,0,5,1,70-Above,Single Family,High School,1
3980,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,81828,2,0,0,0,0,1,0,0,1,0,58,1,1,8000,0,0,5,1,55-69,Single Family,High School,1
3981,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,110515,2,0,0,0,0,0,0,0,0,0,21,0,1,8000,0,0,5,1,18-24,Single Family,High School,1
3982,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,81347,4,0,0,0,0,0,0,0,0,0,74,1,3,8000,0,0,5,1,70-Above,Unknown,Completed College,1
3983,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,81709,2,0,1,0,0,0,0,0,0,1,47,0,1,8000,0,0,5,1,45-54,Single Family,High School,1
3984,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,110515,2,0,0,0,0,1,1,0,1,0,77,0,1,8000,0,0,5,1,70-Above,Single Family,High School,1
3985,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,115612,2,0,0,0,0,0,0,0,0,0,62,0,3,8000,0,0,5,1,55-69,Single Family,Completed College,1
3986,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,73072,2,0,0,0,0,0,0,0,0,0,67,0,1,8000,0,0,5,1,55-69,Single Family,High School,1
3987,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,1,0,37,1,1,8000,0,0,5,1,35-44,Single Family,High School,1
3988,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107966,2,0,0,0,0,0,0,0,0,0,36,0,1,8000,0,0,5,1,35-44,Single Family,High School,1
3989,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,118000,2,0,1,0,0,0,0,0,1,0,66,0,1,8000,0,1,5,1,55-69,Single Family,High School,1
3990,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,1,0,0,1,0,0,1,30,0,2,8000,0,0,5,1,25-34,Single Family,Some College,1
3991,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,3,105417,4,0,0,0,0,0,0,0,1,0,75,1,1,8000,0,0,5,1,70-Above,Unknown,High School,1
3992,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,102869,2,0,0,0,0,0,0,0,0,1,48,1,1,8000,0,0,5,1,45-54,Single Family,High School,1
3993,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,105417,2,0,1,0,0,0,1,0,0,1,66,1,2,8000,0,1,5,1,55-69,Single Family,Some College,1
3994,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,113063,2,0,0,0,0,0,0,0,0,0,25,0,2,8000,0,0,5,1,25-34,Single Family,Some College,1
3995,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,136464,2,0,0,0,0,0,0,0,0,0,66,0,1,8000,0,1,5,1,55-69,Single Family,High School,1
3996,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,102869,2,0,0,0,0,0,0,0,0,0,21,0,1,8000,0,0,5,1,18-24,Single Family,High School,1
3997,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105973,2,0,0,0,1,0,1,1,0,1,55,1,1,8000,0,1,5,1,55-69,Single Family,High School,1
3998,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,3,100816,2,0,0,0,0,0,1,0,0,0,88,0,1,8000,0,0,5,1,70-Above,Single Family,High School,1
3999,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,110515,2,0,0,0,0,0,1,0,1,0,48,1,1,8000,0,1,5,1,45-54,Single Family,High School,1
4000,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107966,2,0,0,0,0,0,0,0,0,0,51,0,1,8000,0,0,5,1,45-54,Single Family,High School,1
4001,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,34,0,1,8000,0,0,5,1,25-34,Single Family,High School,1
4002,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,4,0,0,1,0,0,1,0,0,1,42,0,1,8000,0,0,5,1,35-44,Unknown,High School,1
4003,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,107966,4,0,0,0,0,0,0,0,0,0,71,0,1,8000,0,0,5,1,70-Above,Unknown,High School,1
4004,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,97771,2,0,0,0,1,1,1,1,1,1,63,0,2,8000,0,0,5,1,55-69,Single Family,Some College,1
4005,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,1,1,0,1,1,0,0,0,34,0,1,8000,0,0,5,1,25-34,Single Family,High School,1
4006,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,2,0,0,1,0,0,1,0,0,0,49,0,1,8000,0,0,5,1,45-54,Single Family,High School,1
4007,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,102869,2,0,0,0,0,0,0,0,0,0,29,0,1,8000,0,0,5,1,25-34,Single Family,High School,1
4008,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,325185,2,0,0,0,0,1,0,0,1,0,43,1,2,8000,0,1,5,1,35-44,Single Family,Some College,1
4009,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,169786,2,0,0,0,0,1,0,0,1,0,89,0,1,8000,0,1,5,1,70-Above,Single Family,High School,1
4010,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,107966,3,0,0,0,0,0,0,0,0,0,53,0,1,8000,0,0,5,1,45-54,Condo,High School,1
4011,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,4,0,0,0,0,0,0,0,0,0,53,0,1,8000,0,0,5.27,1,45-54,Unknown,High School,1
4012,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,2,0,0,0,0,0,0,0,0,0,33,0,1,8000,0,0,5.5,1,25-34,Single Family,High School,1
4013,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,4,0,0,0,0,0,0,0,0,0,35,0,1,8000,0,0,5.5,1,35-44,Unknown,High School,1
4014,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,97771,0,0,1,1,0,1,1,0,0,1,50,1,1,8000,0,0,5.5,1,45-54,Unknown,High School,1
4015,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107966,2,0,0,0,0,0,0,0,0,0,52,0,1,8000,0,0,5.5,1,45-54,Single Family,High School,1
4016,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,115612,4,0,0,0,1,0,1,1,0,1,24,0,1,8000,0,0,5.5,1,18-24,Unknown,High School,1
4017,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107966,4,0,0,0,0,0,0,0,0,0,38,0,1,8000,0,0,5.5,1,35-44,Unknown,High School,1
4018,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107966,3,0,0,0,0,0,0,0,0,0,58,0,1,8000,0,0,5.6,1,55-69,Condo,High School,1
4019,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,107966,2,0,0,0,0,0,1,0,1,1,38,0,3,8000,0,0,5.67,1,35-44,Single Family,Completed College,1
4020,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,102869,2,0,0,1,1,0,1,0,0,0,48,0,1,8000,0,0,5.67,1,45-54,Single Family,High School,1
4021,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,100320,4,0,0,1,0,1,1,0,0,1,33,0,2,8000,0,0,5.67,1,25-34,Unknown,Some College,1
4022,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,102869,2,0,0,0,0,0,0,0,0,0,56,0,1,8000,0,0,5.67,1,55-69,Single Family,High School,1
4023,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,4,0,0,0,0,0,1,0,0,1,73,0,3,8000,0,0,5.96,1,70-Above,Unknown,Completed College,1
4024,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107878,2,0,0,0,0,0,0,0,0,0,50,0,1,8000,0,1,6,1,45-54,Single Family,High School,1
4025,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,113063,4,0,0,0,0,0,0,0,0,0,41,0,2,8000,0,0,6,1,35-44,Unknown,Some College,1
4026,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,2,0,0,0,0,0,0,0,0,0,49,0,1,8000,0,0,6,1,45-54,Single Family,High School,1
4027,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,3,97771,2,0,0,0,0,0,1,0,1,0,56,0,1,8000,0,0,6,1,55-69,Single Family,High School,1
4028,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,113063,2,0,0,0,0,0,0,0,1,0,68,1,1,8000,0,0,6,1,55-69,Single Family,High School,1
4029,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,207412,2,0,0,0,0,0,0,0,1,0,73,1,1,8000,0,1,6,1,70-Above,Single Family,High School,1
4030,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,100320,2,0,0,0,0,0,0,0,0,1,41,0,1,8000,0,0,6,1,35-44,Single Family,High School,1
4031,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,115612,2,0,0,1,0,1,1,0,1,0,89,1,1,8000,0,0,6,1,70-Above,Single Family,High School,1
4032,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,115612,2,0,0,0,0,1,1,0,1,0,43,1,3,8000,0,1,6,1,35-44,Single Family,Completed College,1
4033,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,51,0,1,8000,0,0,6,1,45-54,Single Family,High School,1
4034,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,4,0,0,0,0,0,0,0,0,0,40,0,1,8000,0,0,6,1,35-44,Unknown,High School,1
4035,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,42,0,1,8000,0,0,6,1,35-44,Single Family,High School,1
4036,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,102869,2,0,0,0,0,0,0,0,0,0,47,0,1,8000,0,0,6,1,45-54,Single Family,High School,1
4037,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,102869,2,0,0,0,0,0,0,0,0,0,51,0,1,8000,0,0,6,1,45-54,Single Family,High School,1
4038,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,107966,4,0,0,0,0,0,0,0,0,0,55,0,1,8000,0,0,6,1,55-69,Unknown,High School,1
4039,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,4,0,0,0,0,0,0,0,0,0,33,0,1,8000,0,0,6,1,25-34,Unknown,High School,1
4040,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,36,0,1,8000,0,0,6,1,35-44,Single Family,High School,1
4041,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,118000,4,0,0,0,0,0,0,0,0,0,45,0,2,8000,0,0,6,1,45-54,Unknown,Some College,1
4042,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,3,0,0,0,0,0,0,0,0,0,52,0,1,8000,0,0,6.05,1,45-54,Condo,High School,1
4043,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,102869,3,0,0,0,0,0,0,0,0,0,34,0,2,8000,0,0,6.13,1,25-34,Condo,Some College,1
4044,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,97771,4,0,0,0,0,0,0,0,0,0,64,1,1,8000,0,0,6.19,1,55-69,Unknown,High School,1
4045,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,118993,2,0,0,0,0,0,1,0,0,0,63,0,2,8000,0,0,6.22,1,55-69,Single Family,Some College,1
4046,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,1,1,1,0,1,0,0,0,32,0,1,8000,0,0,6.25,1,25-34,Single Family,High School,1
4047,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,140335,2,0,0,0,0,1,0,0,0,1,51,0,2,8000,0,1,6.26,1,45-54,Single Family,Some College,1
4048,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,2,0,0,0,0,0,0,0,0,0,40,0,1,8000,0,0,6.31,1,35-44,Single Family,High School,1
4049,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,2,0,0,0,0,0,0,0,0,0,49,0,1,8000,0,0,6.33,1,45-54,Single Family,High School,1
4050,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,97771,2,0,0,0,0,0,0,0,0,0,33,0,1,8000,0,0,6.33,1,25-34,Single Family,High School,1
4051,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,4,0,0,0,0,0,0,0,0,0,41,0,1,8000,0,0,6.33,1,35-44,Unknown,High School,1
4052,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,70,0,1,8000,0,0,6.34,1,70-Above,Single Family,High School,1
4053,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,110515,2,0,0,0,0,0,0,0,0,0,41,0,2,8000,0,0,6.5,1,35-44,Single Family,Some College,1
4054,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,80697,2,0,0,1,0,1,1,0,0,0,63,0,1,8000,0,0,6.5,1,55-69,Single Family,High School,1
4055,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,115612,2,0,0,0,0,0,0,0,0,0,25,0,1,8000,0,0,6.5,1,25-34,Single Family,High School,1
4056,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,113063,4,0,0,0,0,0,1,0,0,0,62,1,4,8000,0,0,6.5,1,55-69,Unknown,Graduate School,1
4057,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,110515,4,0,0,0,0,1,0,0,0,0,57,1,2,8000,0,0,6.67,1,55-69,Unknown,Some College,1
4058,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,110515,3,0,0,0,0,0,0,0,0,0,37,0,2,8000,0,0,6.71,1,35-44,Condo,Some College,1
4059,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,113063,2,0,0,0,0,0,0,0,0,0,23,0,1,8000,0,0,6.73,1,18-24,Single Family,High School,1
4060,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,97771,4,0,0,0,0,0,0,0,0,0,77,0,1,8000,0,0,6.75,1,70-Above,Unknown,High School,1
4061,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,3,110515,4,0,1,1,0,0,1,0,0,0,61,1,2,8000,0,0,6.83,1,55-69,Unknown,Some College,1
4062,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,107966,2,0,0,1,1,0,1,1,0,1,47,0,1,8000,0,1,6.88,1,45-54,Single Family,High School,1
4063,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,82561,2,0,0,0,0,0,1,0,0,0,72,1,1,8000,0,1,7,1,70-Above,Single Family,High School,1
4064,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,116697,4,0,0,0,0,0,1,0,0,0,58,0,2,8000,0,0,7,1,55-69,Unknown,Some College,1
4065,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,106803,4,0,0,0,0,0,0,0,1,1,32,1,3,8000,0,0,7,1,25-34,Unknown,Completed College,1
4066,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,118161,2,0,0,0,0,0,0,0,0,0,25,0,1,8000,0,0,7,1,25-34,Single Family,High School,1
4067,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,4,0,0,0,0,0,0,0,0,0,37,0,2,8000,0,0,7,1,35-44,Unknown,Some College,1
4068,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107966,3,0,0,0,0,0,0,0,0,0,43,0,1,8000,0,0,7,1,35-44,Condo,High School,1
4069,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,3,0,0,0,0,0,0,0,0,0,46,0,2,8000,0,0,7.39,1,45-54,Condo,Some College,1
4070,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,4,0,0,0,0,0,0,0,0,0,35,0,1,8000,0,0,7.5,1,35-44,Unknown,High School,1
4071,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,102869,4,0,0,1,0,1,1,0,0,1,61,0,1,8000,0,0,8,1,55-69,Unknown,High School,1
4072,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,74652,2,0,1,1,0,1,1,0,0,0,68,1,1,8000,0,0,8,1,55-69,Single Family,High School,1
4073,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,120709,4,0,0,0,0,0,0,0,0,0,69,1,2,8000,0,1,8,1,55-69,Unknown,Some College,1
4074,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,110515,4,0,0,0,0,0,0,0,0,0,76,1,1,8000,0,1,8,1,70-Above,Unknown,High School,1
4075,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,113063,4,0,0,0,0,0,0,0,0,0,55,1,1,8000,0,0,8,1,55-69,Unknown,High School,1
4076,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,3,0,0,0,0,0,0,0,0,0,33,0,1,8000,0,0,8,1,25-34,Condo,High School,1
4077,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,52,0,1,8000,0,0,8,1,45-54,Single Family,High School,1
4078,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,2,0,0,0,0,0,0,0,0,0,55,1,2,8000,0,0,9,1,55-69,Single Family,Some College,1
4079,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,45,0,1,8000,0,0,9,1,45-54,Single Family,High School,1
4080,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,102869,2,0,0,0,0,0,0,0,0,0,56,0,1,8000,0,0,11,1,55-69,Single Family,High School,1
4081,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,140332,2,0,0,0,0,0,0,0,0,0,33,0,1,8000,0,0,11,1,25-34,Single Family,High School,1
4082,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,4,0,0,0,0,0,1,0,0,1,76,0,1,8000,0,0,4.56,1,70-Above,Unknown,High School,1
4083,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107966,3,0,0,0,0,0,0,0,0,0,60,0,1,8000,0,0,5.96,1,55-69,Condo,High School,1
4084,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,105417,3,0,0,0,0,0,0,0,0,0,47,0,1,8000,0,0,5.29,1,45-54,Condo,High School,1
4085,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,97771,2,0,0,0,0,0,0,0,0,0,36,0,1,8000,0,0,5.52,1,35-44,Single Family,High School,1
4086,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,77,0,1,8000,0,0,5.67,1,70-Above,Single Family,High School,1
4087,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,1,97771,4,0,0,0,0,0,0,0,0,0,29,0,1,8000,0,0,6.1,1,25-34,Unknown,High School,1
4088,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,4,0,0,0,0,0,0,0,0,0,43,0,1,8000,0,0,6.1,1,35-44,Unknown,High School,1
4089,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,115612,2,0,0,0,0,0,0,0,0,0,31,0,1,8000,0,0,6.63,1,25-34,Single Family,High School,1
4090,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,93212,2,0,0,0,0,1,0,0,0,0,45,1,1,8000,0,1,5,1,45-54,Single Family,High School,1
4091,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,118161,4,0,0,1,0,0,1,0,0,1,48,0,1,8000,0,0,5.56,1,45-54,Unknown,High School,1
4092,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,90560,4,0,0,0,0,0,0,0,1,0,75,0,1,8000,0,0,6.34,1,70-Above,Unknown,High School,1
4093,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,3,120709,4,0,0,1,1,0,1,1,0,0,77,0,2,8000,0,0,6.48,1,70-Above,Unknown,Some College,1
4094,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,3,0,0,0,0,0,0,0,0,0,34,0,1,8000,0,0,6.62,1,25-34,Condo,High School,1
4095,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,3,105417,2,0,1,0,0,0,1,0,0,0,82,0,1,8000,0,1,4,1,70-Above,Single Family,High School,1
4096,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,4,0,0,0,0,0,0,0,0,0,40,0,1,8000,0,0,5.26,1,35-44,Unknown,High School,1
4097,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,97771,2,0,0,0,0,0,0,0,0,0,19,0,1,8000,0,0,5.66,1,18-24,Single Family,High School,1
4098,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,4,97771,2,0,1,1,0,0,1,0,0,1,73,0,1,8000,0,0,5.89,1,70-Above,Single Family,High School,1
4099,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,2,113063,4,0,0,0,0,0,0,0,1,0,79,1,1,8000,0,1,4,1,70-Above,Unknown,High School,1
4100,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,107966,4,0,0,0,0,0,0,0,0,0,49,0,1,8000,0,0,6.03,1,45-54,Unknown,High School,1
4101,4,200,$200,0,0,$0,0,0,$0,0,0,$0,200,$200,0,100320,4,0,0,0,0,0,0,0,0,0,23,0,1,8000,0,0,6.99,1,18-24,Unknown,High School,1
